audio,is_forgered_index,is_forgered_category,forgery_type_index,forgery_type_category
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1469.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX117.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1018.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1095.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI936.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1142.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX230.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX128.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1021.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2114.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2341.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2104.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1019.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1189.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1399.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX130.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1485.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX361.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1327.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1796.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI506.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX342.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2118.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX423.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI875.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1378.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1065.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1799.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI596.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1354.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI904.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX121.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2239.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI641.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX29.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1253.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1673.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2105.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2290.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX281.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2030.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1329.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI834.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1696.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX385.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI773.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1848.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX429.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2228.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI699.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX401.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI1652.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI2211.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI789.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SX422.WAV,0,Original_Audio,0,Original_Audio
/home/jose/src/TFG/DatasetConcatenation/OriginalDataset/SI941.WAV,0,Original_Audio,0,Original_Audio
